0.68 25.79 0.38 0.03 9.60 -3.02 2.28 -0.07
0.70 25.60 0.38 0.01 9.65 -3.33 2.19 -0.22
0.72 25.46 0.41 0.03 9.61 -3.22 2.13 -0.09
0.74 25.50 0.45 0.01 9.56 -2.98 2.01 -0.40
0.77 25.60 0.38 0.05 9.62 -2.91 2.26 0.19
0.79 25.79 0.36 0.05 9.62 -2.92 2.18 -0.11
0.81 25.50 0.37 0.03 9.64 -3.26 1.83 0.06
0.83 25.41 0.38 0.08 9.58 -2.96 2.18 -0.20
0.86 25.60 0.41 0.03 9.62 -3.46 1.98 -0.15
0.88 25.65 0.38 0.05 9.60 -3.06 2.08 -0.44
0.90 25.41 0.40 0.06 9.69 -3.02 2.46 0.18
0.93 25.74 0.34 0.02 9.58 -3.11 2.09 -0.25
0.95 25.41 0.40 0.04 9.65 -2.83 2.11 0.08
0.97 25.60 0.39 0.02 9.64 -2.92 1.89 0.15
0.99 25.65 0.37 0.03 9.63 -3.21 1.98 -0.04
1.01 25.50 0.39 0.04 9.57 -3.09 2.19 -0.11
1.04 25.50 0.37 0.03 9.62 -3.05 2.14 0.02
1.06 25.50 0.39 0.02 9.56 -2.99 2.04 -0.29
1.08 25.60 0.39 0.03 9.66 -2.87 2.08 -0.02
1.11 25.27 0.39 0.04 9.63 -3.40 2.27 -0.14
1.13 25.65 0.38 0.03 9.59 -2.79 2.08 -0.08
1.15 25.60 0.38 0.07 9.66 -3.23 2.11 -0.08
1.17 25.50 0.41 0.02 9.63 -3.06 2.37 -0.25
1.20 25.50 0.41 0.03 9.60 -2.91 2.10 0.22
1.22 25.65 0.40 0.02 9.62 -3.01 1.89 -0.16
1.24 25.50 0.41 0.03 9.58 -3.15 2.21 0.19
1.27 25.60 0.43 0.03 9.59 -2.77 2.37 0.08
1.29 25.74 0.40 0.06 9.57 -2.76 2.11 0.18
1.31 25.50 0.40 0.05 9.65 -3.17 2.15 -0.13
1.33 25.94 0.36 0.00 9.58 -3.12 2.33 -0.18
1.36 25.60 0.40 0.03 9.63 -3.24 2.26 -0.04
1.38 25.50 0.37 -0.00 9.54 -3.06 2.34 -0.02
1.40 25.60 0.41 0.03 9.58 -3.04 2.23 -0.02
1.43 25.50 0.38 0.05 9.62 -3.05 1.96 -0.32
1.45 25.46 0.35 0.05 9.64 -3.10 2.00 -0.02
1.47 25.50 0.36 0.00 9.62 -3.12 2.10 0.13
1.49 25.84 0.39 0.07 9.63 -3.02 2.04 -0.18
1.52 25.74 0.37 0.03 9.58 -3.10 2.17 -0.16
1.54 25.50 0.38 0.06 9.64 -3.18 2.16 0.01
1.56 25.65 0.39 0.00 9.58 -3.25 1.95 -0.05
1.59 25.60 0.36 0.09 9.63 -2.83 2.23 -0.05
1.61 25.60 0.35 0.02 9.57 -3.08 1.98 -0.01
1.63 25.46 0.38 0.08 9.64 -3.13 2.21 0.34
1.65 25.50 0.39 0.05 9.63 -3.06 2.32 0.01
1.67 25.50 0.39 -0.01 9.62 -2.98 2.11 -0.37
1.70 25.60 0.36 0.06 9.58 -2.93 2.02 -0.17
1.72 25.50 0.38 0.06 9.58 -3.11 2.32 0.27
1.74 25.50 0.42 -0.00 9.58 -2.92 2.40 0.01
1.77 25.50 0.38 0.05 9.61 -2.93 2.38 -0.32
1.79 25.50 0.37 0.05 9.65 -2.94 2.08 0.02
1.81 25.65 0.38 0.04 9.63 -3.18 2.11 -0.04
1.84 25.65 0.38 0.04 9.62 -3.04 2.05 -0.22
1.86 25.94 0.41 0.04 9.55 -3.19 2.19 0.24
1.88 25.74 0.40 0.05 9.66 -2.81 2.12 -0.23
1.90 25.50 0.38 -0.00 9.65 -2.89 2.08 -0.29
1.93 25.60 0.39 0.05 9.63 -3.07 1.95 0.18
1.95 25.65 0.38 0.08 9.57 -3.05 2.33 -0.40
1.97 25.60 0.36 0.00 9.59 -2.91 2.07 -0.15
1.99 25.65 0.38 0.06 9.60 -3.15 2.21 0.29
2.02 25.41 0.38 0.06 9.59 -2.98 2.20 0.12
2.04 25.50 0.40 0.04 9.63 -2.79 2.24 0.11
2.06 25.60 0.38 0.05 9.59 -3.15 2.22 -0.03
2.08 25.65 0.39 0.06 9.58 -3.12 2.02 0.23
2.11 25.74 0.39 0.03 9.58 -2.93 2.29 0.13
2.13 25.41 0.37 0.02 9.67 -3.20 2.02 0.03
2.15 25.74 0.37 0.05 9.60 -2.98 2.13 0.00
2.17 25.60 0.40 0.03 9.58 -2.91 2.09 -0.15
2.20 25.60 0.37 0.06 9.59 -3.08 2.24 -0.18
2.22 25.50 0.42 0.06 9.64 -3.07 2.05 -0.05
2.24 25.65 0.42 0.08 9.57 -3.08 2.23 -0.14
2.27 25.50 0.37 0.03 9.64 -3.15 2.16 0.05
2.29 25.74 0.35 0.06 9.56 -2.85 2.06 0.02
2.31 25.74 0.35 0.02 9.62 -3.05 2.21 0.05
2.33 25.46 0.38 0.03 9.63 -2.88 1.98 0.04
2.36 25.50 0.39 0.04 9.61 -3.15 1.98 0.05
2.38 25.74 0.40 0.05 9.62 -3.07 2.19 -0.09
2.40 25.60 0.36 0.02 9.61 -3.21 2.23 0.10
2.42 25.74 0.40 0.04 9.58 -2.98 2.19 0.01
2.45 25.60 0.36 0.03 9.65 -2.96 1.95 0.30
2.47 25.65 0.41 0.02 9.62 -3.24 2.25 -0.19
2.49 25.50 0.38 0.03 9.62 -3.22 2.21 0.02
2.51 25.41 0.38 0.03 9.63 -3.01 2.02 0.14
2.54 25.46 0.34 0.05 9.65 -3.33 2.04 -0.09
2.56 25.60 0.38 0.04 9.61 -2.98 1.94 -0.11
2.58 25.50 0.37 0.06 9.59 -3.03 1.99 -0.11
2.60 25.46 0.41 0.01 9.61 -3.36 2.21 -0.07
2.63 25.46 0.42 0.02 9.58 -3.00 2.10 -0.12
2.65 25.46 0.36 0.05 9.60 -3.18 1.98 -0.19
2.67 25.31 0.40 0.06 9.69 -3.26 2.35 0.11
2.70 25.60 0.41 0.04 9.59 -3.00 2.08 0.24
2.72 25.65 0.42 0.05 9.60 -3.06 2.21 -0.01
2.74 25.79 0.39 0.02 9.62 -3.05 2.14 -0.20
2.76 25.46 0.38 0.03 9.64 -3.20 2.13 0.02
2.79 25.65 0.41 0.05 9.60 -3.21 2.08 -0.31
2.81 25.46 0.35 0.04 9.67 -2.73 2.08 -0.17
2.83 25.79 0.41 0.06 9.59 -3.09 2.34 -0.09
2.85 25.46 0.41 0.03 9.65 -3.08 2.05 -0.15
2.88 25.27 0.39 0.06 9.59 -3.09 2.13 -0.06
2.90 25.74 0.40 0.05 9.65 -2.81 2.37 0.09
2.92 25.74 0.37 0.00 9.59 -3.14 2.21 0.11
2.94 25.60 0.40 0.05 9.66 -2.91 1.97 -0.08
2.97 25.65 0.41 0.05 9.58 -3.16 2.11 -0.11
2.99 25.27 0.39 0.05 9.59 -2.79 2.30 0.09
3.01 25.50 0.37 0.06 9.65 -3.05 1.89 0.01
3.04 25.46 0.39 0.05 9.64 -2.92 2.32 0.01
3.06 25.84 0.40 0.03 9.61 -3.10 2.31 -0.20
3.08 25.74 0.39 0.06 9.64 -3.00 2.18 0.18
3.10 25.50 0.40 0.03 9.64 -2.85 1.98 0.13
3.13 25.79 0.41 0.05 9.61 -3.05 2.15 0.11
3.15 25.50 0.39 -0.01 9.61 -3.21 2.11 0.06
3.17 25.65 0.37 0.05 9.62 -3.12 2.19 -0.03
3.19 25.46 0.40 0.05 9.64 -2.87 1.97 0.03
3.22 25.41 0.36 0.05 9.61 -2.95 2.16 -0.18
3.24 25.60 0.38 0.05 9.63 -2.93 1.92 -0.21
3.26 25.50 0.41 0.05 9.58 -3.27 2.28 -0.10
3.28 25.60 0.39 0.04 9.59 -2.83 1.89 -0.07
3.31 25.50 0.39 0.02 9.58 -3.18 2.13 0.05
3.33 25.41 0.41 0.04 9.55 -2.92 2.17 -0.02
3.35 25.50 0.37 0.02 9.63 -3.11 2.18 -0.30
3.38 25.65 0.42 0.02 9.60 -3.16 2.13 0.08
3.40 25.46 0.40 0.04 9.64 -2.94 2.09 -0.15
3.42 25.60 0.40 0.01 9.63 -3.15 2.10 0.09
3.44 25.60 0.44 0.05 9.60 -2.92 2.24 -0.12
3.47 25.41 0.39 0.03 9.66 -2.88 2.03 -0.03
3.49 25.60 0.37 0.04 9.61 -3.21 2.02 0.07
3.51 25.50 0.40 0.05 9.61 -3.05 2.06 -0.17
3.53 25.50 0.40 0.04 9.59 -2.98 2.08 0.03
3.56 25.74 0.40 0.03 9.57 -2.98 2.21 0.13
3.58 25.50 0.40 0.06 9.59 -3.01 2.32 0.19
3.60 25.84 0.40 0.04 9.62 -3.05 2.25 -0.01
3.62 25.65 0.36 0.04 9.59 -2.91 2.08 0.16
3.65 25.65 0.39 0.02 9.55 -2.66 2.07 -0.13
3.67 25.50 0.37 0.07 9.62 -3.14 2.08 -0.24
3.69 25.74 0.41 0.05 9.59 -3.21 2.22 -0.08
3.71 25.50 0.38 0.02 9.68 -3.11 2.15 -0.21
3.74 25.50 0.39 0.04 9.62 -2.93 2.04 0.05
3.76 25.50 0.37 0.05 9.57 -3.22 2.22 -0.13
3.78 25.31 0.40 0.04 9.60 -3.07 2.11 0.16
3.81 25.79 0.40 0.05 9.63 -3.20 2.17 -0.02
3.83 25.79 0.40 0.01 9.61 -3.08 1.92 -0.09
3.85 25.65 0.40 0.02 9.58 -2.87 2.20 -0.02
3.87 25.50 0.39 0.04 9.60 -2.92 2.16 -0.09
3.90 25.46 0.37 0.03 9.58 -3.22 2.05 -0.31
3.92 25.50 0.39 0.04 9.62 -3.08 2.13 -0.31
3.94 25.50 0.40 0.03 9.62 -3.21 2.01 0.10
3.96 25.65 0.44 0.05 9.60 -3.08 2.12 0.10
3.99 25.46 0.40 0.04 9.56 -2.88 1.98 -0.05
4.01 25.41 0.37 0.07 9.59 -2.92 2.27 -0.22
4.03 25.79 0.37 0.06 9.60 -3.01 2.09 -0.04
4.06 25.60 0.36 0.06 9.60 -3.05 1.98 -0.25
4.08 25.60 0.41 0.02 9.58 -3.24 2.00 -0.20
4.10 25.50 0.39 0.03 9.60 -3.02 2.33 -0.22
4.12 25.50 0.37 0.05 9.53 -3.10 2.11 -0.09
4.15 25.46 0.37 0.04 9.58 -3.05 2.10 -0.02
4.17 25.79 0.42 0.03 9.55 -3.11 2.26 -0.30
4.19 25.60 0.40 0.04 9.57 -2.73 2.10 0.09
4.21 25.50 0.35 0.04 9.61 -3.09 2.04 -0.23
4.24 25.65 0.38 0.01 9.61 -3.02 2.20 0.07
4.26 25.74 0.38 0.03 9.64 -2.90 1.79 0.09
4.28 25.74 0.42 0.05 9.61 -2.97 2.21 -0.05
4.30 25.65 0.39 0.03 9.60 -2.82 2.08 -0.12
4.33 25.50 0.39 0.07 9.57 -3.08 2.25 -0.01
4.35 25.65 0.39 0.03 9.60 -3.02 1.97 -0.05
4.37 25.74 0.39 0.06 9.58 -3.16 2.05 -0.01
4.40 25.50 0.41 0.03 9.58 -2.75 2.24 0.15
4.42 25.50 0.40 0.03 9.62 -2.79 2.05 0.05
4.44 25.79 0.38 0.06 9.60 -2.85 2.24 -0.25
4.46 25.50 0.36 0.05 9.65 -2.94 2.05 0.07
4.49 25.46 0.39 0.03 9.64 -2.81 2.15 -0.02
4.51 25.65 0.38 0.03 9.62 -2.92 2.15 0.09
4.53 25.60 0.38 0.06 9.65 -3.14 2.21 0.10
4.55 25.41 0.38 0.00 9.62 -2.94 2.18 -0.10
4.58 25.50 0.39 0.02 9.59 -3.00 2.07 -0.06
4.60 25.46 0.36 0.06 9.63 -3.12 2.15 -0.04
4.62 25.74 0.36 0.03 9.60 -3.14 2.19 -0.17
4.65 25.50 0.38 0.03 9.59 -2.81 2.08 -0.15
4.67 25.50 0.38 0.04 9.65 -2.85 2.07 0.00
4.69 25.50 0.40 0.03 9.65 -2.95 2.08 -0.07
4.71 25.84 0.40 0.02 9.63 -2.92 2.08 -0.53
4.74 25.79 0.41 0.01 9.62 -3.08 2.06 0.05
4.76 25.65 0.40 0.02 9.58 -2.63 2.09 -0.34
4.78 25.50 0.40 0.04 9.63 -3.23 2.11 0.06
4.80 25.41 0.43 0.04 9.60 -3.14 1.98 0.18
4.83 25.41 0.36 0.02 9.63 -2.92 1.77 0.00
4.85 25.50 0.35 0.04 9.62 -2.90 2.08 -0.27
4.87 25.79 0.43 -0.00 9.60 -3.11 2.14 -0.33
4.90 25.79 0.40 0.06 9.60 -3.19 2.21 -0.08
4.92 25.46 0.36 0.00 9.63 -3.11 2.05 -0.07
4.94 25.50 0.34 0.07 9.64 -3.18 2.30 0.04
4.96 25.46 0.37 0.05 9.57 -3.08 2.32 -0.35
4.99 25.46 0.42 0.05 9.61 -3.31 2.17 -0.04
5.01 25.79 0.39 0.03 9.63 -3.06 2.21 0.24
5.03 25.27 0.40 0.02 9.59 -2.88 2.15 -0.10
5.05 25.74 0.36 0.05 9.66 -3.01 2.05 0.06
5.08 25.60 0.41 -0.00 9.63 -3.10 2.18 -0.15
5.10 25.60 0.40 0.04 9.62 -2.91 2.27 0.08
5.12 25.50 0.39 0.05 9.56 -3.05 2.24 -0.26
5.15 25.60 0.39 0.02 9.54 -2.92 2.04 -0.08
5.17 25.79 0.38 0.06 9.61 -3.02 2.08 -0.01
5.19 25.46 0.38 0.02 9.64 -3.12 2.16 0.15
5.21 25.50 0.42 0.03 9.63 -2.97 1.98 0.11
5.24 25.79 0.40 0.05 9.59 -2.91 2.07 -0.21
5.26 25.46 0.37 0.04 9.61 -3.06 1.76 0.02
5.28 25.60 0.41 0.01 9.61 -2.89 2.24 -0.24
5.30 25.50 0.38 0.05 9.59 -3.05 1.94 -0.04
5.33 25.50 0.39 0.08 9.53 -3.24 2.11 0.08
5.35 25.50 0.38 0.04 9.59 -3.07 2.34 -0.01
5.37 25.65 0.39 0.03 9.58 -2.79 2.19 0.18
5.40 25.50 0.45 0.05 9.63 -2.87 2.18 -0.17
5.42 25.27 0.37 0.05 9.63 -2.91 2.06 0.11
5.44 25.46 0.39 0.04 9.65 -2.94 2.11 -0.26
5.46 25.65 0.36 0.04 9.63 -3.05 2.07 -0.32
5.49 25.74 0.37 0.02 9.63 -3.02 1.90 -0.23
5.51 25.60 0.36 0.06 9.58 -3.18 1.95 -0.34
5.53 25.60 0.40 0.03 9.61 -2.94 2.11 0.00
5.55 25.65 0.38 0.03 9.66 -3.15 1.99 0.04
5.58 25.60 0.40 0.03 9.61 -3.17 2.10 -0.14
5.60 25.46 0.37 0.01 9.59 -2.92 2.14 -0.19
5.62 25.84 0.40 0.04 9.61 -2.96 2.21 0.05
5.64 25.74 0.43 0.06 9.60 -3.31 2.25 0.00
5.67 25.41 0.39 0.07 9.60 -2.99 2.12 0.15
5.69 25.46 0.39 0.05 9.60 -2.89 2.17 0.02
5.71 25.50 0.39 0.05 9.62 -2.85 2.05 -0.33
5.73 25.41 0.39 0.01 9.58 -2.90 2.07 0.02
5.76 25.46 0.40 0.00 9.68 -2.89 2.10 -0.22
5.78 25.46 0.40 0.04 9.58 -3.11 2.11 0.11
5.80 25.74 0.43 0.03 9.59 -2.85 2.22 -0.21
5.82 25.79 0.38 0.05 9.60 -3.01 2.10 0.13
5.85 25.46 0.42 0.02 9.58 -3.09 2.27 -0.25
5.87 25.50 0.34 0.01 9.61 -3.06 2.18 -0.33
5.89 25.60 0.38 0.06 9.61 -2.92 1.99 -0.33
5.92 25.46 0.37 0.01 9.61 -3.01 2.03 0.05
5.94 25.31 0.39 0.05 9.62 -3.14 2.09 -0.30
5.96 25.60 0.41 0.03 9.55 -3.27 2.18 -0.20
5.98 25.65 0.37 0.03 9.68 -3.07 2.08 0.04
6.01 25.65 0.41 0.02 9.58 -2.97 2.14 -0.20
6.03 25.50 0.38 0.05 9.60 -3.02 2.19 -0.02
6.05 25.50 0.38 0.05 9.60 -2.98 1.90 -0.22
6.07 25.60 0.39 0.03 9.55 -2.88 2.15 -0.29
6.10 25.50 0.40 0.03 9.61 -2.98 2.18 -0.47
6.12 25.31 0.37 0.04 9.59 -2.84 2.27 -0.06
6.14 25.50 0.37 0.01 9.62 -3.46 1.97 0.22
6.17 25.74 0.40 0.05 9.60 -2.99 2.14 -0.15
6.19 25.46 0.40 0.04 9.59 -3.26 1.92 -0.13
6.21 25.65 0.39 0.02 9.59 -3.30 1.77 -0.13
6.24 25.50 0.36 0.04 9.60 -2.98 2.04 -0.26
6.26 25.84 0.40 0.03 9.59 -2.97 2.08 -0.15
6.28 25.50 0.40 0.03 9.62 -2.97 2.16 0.02
6.30 25.46 0.39 0.03 9.58 -2.89 2.08 -0.07
6.33 25.74 0.40 0.03 9.59 -3.09 2.26 -0.13
6.35 25.46 0.40 0.02 9.52 -3.31 2.09 -0.10
6.37 25.65 0.41 0.02 9.63 -3.10 2.05 -0.10
6.39 25.60 0.41 0.05 9.61 -2.92 2.30 0.15
6.42 25.60 0.41 0.06 9.64 -3.09 2.11 0.02
6.44 25.50 0.39 0.06 9.61 -3.06 2.13 0.01
6.46 25.50 0.39 0.03 9.55 -3.03 2.10 -0.05
6.48 25.65 0.40 0.02 9.60 -3.07 2.04 -0.20
6.51 25.65 0.38 0.03 9.64 -3.00 2.11 0.16
6.53 25.50 0.39 0.06 9.64 -3.05 2.14 -0.02
6.55 25.50 0.38 0.04 9.60 -2.97 2.16 -0.31
6.57 25.79 0.40 0.03 9.63 -2.97 1.94 -0.27
6.60 25.46 0.38 0.01 9.60 -2.96 2.14 0.08
6.62 25.60 0.37 0.02 9.60 -3.21 2.12 0.08
6.64 25.65 0.37 -0.01 9.60 -3.16 2.16 -0.09
6.67 25.79 0.35 0.04 9.63 -2.83 2.35 0.00
6.69 25.22 0.40 0.05 9.62 -3.45 2.19 0.12
6.71 25.74 0.39 0.00 9.61 -3.24 2.08 0.15
6.73 25.46 0.40 0.07 9.59 -2.87 1.71 -0.01
6.76 25.79 0.40 0.02 9.61 -3.04 2.28 -0.04
6.78 25.41 0.40 0.05 9.60 -2.95 2.15 0.02
6.80 25.60 0.40 0.04 9.57 -2.89 1.98 -0.09
6.82 25.74 0.39 0.06 9.65 -3.38 2.18 -0.11
6.85 25.50 0.40 0.02 9.59 -3.09 1.98 -0.01
6.87 25.65 0.43 0.02 9.57 -2.95 2.15 -0.30
6.89 25.65 0.39 0.06 9.63 -3.04 2.05 -0.05
6.92 25.79 0.40 0.07 9.63 -3.29 2.29 0.21
6.94 25.60 0.37 0.03 9.55 -3.20 2.09 -0.09
6.96 25.74 0.38 0.03 9.59 -3.12 2.11 -0.10
6.98 25.74 0.40 0.04 9.62 -3.18 2.00 0.11
7.01 25.65 0.39 0.00 9.61 -2.63 1.89 0.08
7.03 25.50 0.39 0.01 9.57 -2.82 2.32 0.08
7.05 25.22 0.37 0.06 9.62 -3.21 2.18 0.01
7.07 25.74 0.41 0.02 9.58 -3.08 2.23 -0.08
7.10 25.79 0.42 0.03 9.59 -2.92 1.99 0.02
7.12 25.50 0.38 0.04 9.64 -3.24 2.15 -0.31
7.14 25.50 0.40 -0.00 9.60 -3.01 2.11 -0.01
7.16 25.41 0.44 0.01 9.60 -3.02 2.24 0.02
7.19 25.65 0.39 0.03 9.64 -3.16 2.06 -0.12
7.21 25.79 0.41 0.04 9.64 -3.03 2.27 0.20
7.23 25.46 0.39 0.04 9.59 -3.00 2.17 -0.57
7.26 25.74 0.39 0.02 9.61 -3.05 2.07 -0.07
7.28 25.60 0.42 0.06 9.57 -3.15 1.98 -0.22
7.30 25.79 0.37 0.04 9.62 -2.88 2.24 -0.31
7.32 25.84 0.38 0.05 9.60 -2.95 1.95 -0.08
7.35 25.74 0.38 0.04 9.59 -3.41 2.02 0.03
7.37 25.60 0.38 0.04 9.63 -3.09 2.11 0.11
7.39 25.50 0.37 0.01 9.67 -3.04 1.90 0.00
7.41 25.60 0.40 0.06 9.62 -3.02 2.18 -0.13
7.44 25.50 0.42 0.02 9.64 -2.80 2.24 0.25
7.46 25.50 0.37 0.00 9.56 -2.91 2.13 0.04
7.48 25.60 0.40 0.03 9.57 -3.15 2.21 0.08
7.50 25.46 0.41 0.01 9.58 -3.35 2.10 -0.09
7.53 25.79 0.37 0.03 9.66 -2.92 2.36 -0.12
7.55 25.50 0.42 0.01 9.65 -3.11 1.98 -0.08
7.57 25.60 0.37 0.02 9.55 -2.92 2.08 0.10
7.59 25.79 0.39 0.06 9.60 -2.95 1.92 -0.02
7.62 25.65 0.37 0.01 9.60 -3.00 2.47 -0.24
7.64 25.50 0.37 0.04 9.60 -2.92 2.12 -0.22
7.66 25.74 0.42 0.01 9.66 -3.26 2.09 -0.19
7.69 25.46 0.40 0.03 9.67 -3.16 2.03 0.07
7.71 25.79 0.41 0.01 9.65 -2.72 2.18 -0.08
7.73 25.31 0.38 0.03 9.55 -3.02 2.05 -0.28
7.75 25.74 0.34 0.05 9.60 -2.83 2.05 -0.14
7.78 25.50 0.38 0.02 9.59 -2.79 2.03 0.19
7.80 25.74 0.41 0.03 9.57 -3.08 2.26 -0.12
7.82 25.65 0.43 0.04 9.62 -2.94 2.03 0.04
7.84 25.79 0.38 0.03 9.60 -3.19 2.03 -0.35
7.87 25.41 0.37 0.03 9.58 -3.18 2.25 -0.28
7.89 25.79 0.35 0.09 9.58 -3.28 2.29 -0.02
7.91 25.31 0.40 0.04 9.66 -3.05 2.26 0.05
7.94 25.74 0.42 0.04 9.60 -3.10 2.08 -0.25
7.96 25.50 0.40 0.02 9.60 -2.98 2.12 0.09
7.98 25.46 0.38 0.03 9.62 -2.98 2.30 -0.23
8.00 25.84 0.40 0.03 9.63 -2.95 2.34 0.06
8.03 25.41 0.38 0.01 9.62 -2.77 2.03 -0.09
8.05 25.50 0.40 0.01 9.54 -3.10 1.90 0.03
8.07 25.60 0.39 0.04 9.60 -3.19 2.27 -0.17
8.09 25.65 0.44 0.04 9.65 -2.92 2.24 -0.12
8.12 25.74 0.38 0.04 9.59 -3.03 1.90 -0.13
8.14 25.74 0.42 0.02 9.57 -2.90 2.08 -0.24
8.16 25.74 0.41 0.01 9.64 -2.99 2.08 -0.01
8.19 25.60 0.32 0.02 9.64 -3.16 1.82 -0.21
8.21 25.84 0.36 0.03 9.67 -3.28 2.00 -0.38
8.23 25.74 0.37 0.06 9.66 -2.84 2.36 -0.14
8.26 25.74 0.39 0.02 9.58 -2.92 2.31 -0.25
8.28 25.60 0.38 0.02 9.55 -3.12 2.28 -0.06
8.30 25.60 0.38 0.05 9.61 -2.98 1.98 -0.21
8.32 25.50 0.38 0.02 9.61 -2.78 2.18 0.09
8.35 25.50 0.37 0.02 9.61 -2.83 2.13 0.08
8.37 25.46 0.40 0.03 9.60 -3.08 2.08 -0.17
8.39 25.46 0.40 0.04 9.58 -3.27 2.15 -0.02
8.41 25.65 0.37 0.02 9.60 -3.17 1.93 -0.05
8.44 25.60 0.37 0.05 9.63 -2.82 2.12 -0.11
8.46 25.74 0.38 0.03 9.61 -2.78 2.05 0.00
8.48 25.50 0.38 0.05 9.57 -2.62 2.06 -0.11
8.51 25.50 0.40 0.02 9.59 -3.22 2.05 -0.08
8.53 25.50 0.41 0.05 9.57 -2.98 2.16 0.13
8.55 25.74 0.39 -0.00 9.56 -3.11 2.00 0.28
8.57 25.84 0.40 0.02 9.60 -3.00 2.14 0.02
8.60 25.74 0.37 -0.01 9.59 -3.18 2.06 0.05
8.62 25.46 0.40 0.06 9.56 -2.95 2.16 -0.31
8.64 25.65 0.37 0.01 9.64 -3.04 2.21 0.07
8.66 25.46 0.38 0.04 9.55 -2.95 2.18 0.05
8.69 25.65 0.37 0.03 9.59 -3.10 2.29 0.00
8.71 25.46 0.42 0.04 9.64 -3.26 2.24 0.19
8.73 25.50 0.40 0.02 9.60 -3.11 2.01 -0.34
8.75 25.65 0.38 0.04 9.62 -3.21 2.18 -0.32
8.78 25.50 0.42 0.02 9.64 -2.93 2.01 -0.11
8.80 25.60 0.38 0.04 9.58 -2.98 1.75 0.23
8.82 25.74 0.40 0.03 9.55 -3.10 2.14 0.02
8.84 25.65 0.43 0.04 9.62 -2.93 2.13 0.27
8.87 25.50 0.42 0.03 9.61 -3.38 1.91 0.02
8.89 25.60 0.40 -0.01 9.55 -3.16 2.05 -0.44
8.91 25.79 0.37 0.01 9.56 -3.21 2.31 -0.09
8.94 25.46 0.38 0.04 9.58 -2.95 2.25 -0.05
8.96 25.74 0.41 0.00 9.61 -3.14 1.87 0.04
8.98 25.79 0.39 0.04 9.64 -2.82 2.09 -0.07
9.00 25.79 0.37 0.04 9.63 -3.26 2.23 -0.05
9.03 25.65 0.36 0.03 9.62 -2.99 2.19 -0.10
9.05 25.74 0.42 0.04 9.57 -3.34 1.85 -0.33
9.07 25.65 0.39 0.04 9.59 -2.82 2.33 0.08
9.09 25.50 0.36 0.04 9.60 -3.13 2.14 -0.07
9.12 25.79 0.37 0.02 9.63 -3.17 2.18 -0.02
9.14 25.74 0.40 0.04 9.61 -2.94 1.95 0.12
9.16 25.65 0.38 0.05 9.64 -3.21 2.07 -0.13
9.19 25.50 0.37 0.05 9.54 -3.07 2.12 0.15
9.21 25.65 0.37 0.05 9.63 -3.13 2.16 0.05
9.23 25.50 0.42 0.03 9.60 -2.81 2.17 0.05
9.25 25.50 0.40 0.03 9.61 -2.97 2.08 -0.18
9.27 25.74 0.39 0.07 9.59 -2.92 2.12 -0.19
9.30 25.50 0.38 0.03 9.59 -3.19 2.08 0.00
9.32 25.74 0.37 0.02 9.58 -3.11 2.24 0.05
9.34 25.46 0.36 0.01 9.61 -2.98 2.11 -0.08
9.36 25.79 0.38 0.03 9.61 -3.13 1.94 -0.27
9.39 25.46 0.41 0.02 9.65 -2.89 2.08 0.02
9.41 25.31 0.40 0.05 9.58 -3.16 1.97 0.10
9.43 25.60 0.37 0.05 9.64 -3.05 2.11 -0.11
